policy_id,customer_id,policy_type,premium,sum_insured,start_date,end_date
16064,8001,Health,1762,176200,6/28/2024,12/7/2026
16065,8001,Motor,3887,388700,3/7/2023,12/18/2025
16066,8002,Life,1948,194800,2/25/2021,10/14/2023
16067,8002,Motor,992,99200,8/28/2022,5/15/2025
16068,8003,Health,3062,306200,4/12/2022,12/28/2023
16069,8004,Health,3781,378100,11/15/2023,2/13/2026
16070,8004,Motor,2245,224500,5/28/2020,11/14/2023
16071,8004,Life,797,79700,4/27/2020,2/13/2024
16072,8005,Health,2813,281300,12/20/2023,12/13/2027
16073,8005,Motor,1762,176200,9/16/2020,3/18/2023
16074,8005,Health,3956,395600,11/24/2023,8/2/2027
16075,8006,Health,1233,123300,8/23/2022,9/12/2023
16076,8006,Motor,836,83600,4/7/2024,1/29/2029
16077,8007,Health,3703,370300,11/23/2021,4/9/2024
16078,8008,Life,1996,199600,7/1/2021,3/5/2024
16079,8009,Health,4735,473500,7/5/2020,1/1/2023
16080,8010,Life,2472,247200,3/19/2023,11/30/2027
16081,8011,Health,1435,143500,7/21/2024,6/9/2026
16082,8011,Health,2546,254600,12/28/2021,4/23/2025
16083,8012,Life,4495,449500,7/7/2022,1/6/2027
16084,8013,Motor,812,81200,11/16/2021,11/18/2023
16085,8013,Motor,1551,155100,8/23/2024,12/3/2027
16086,8013,Life,881,88100,3/28/2023,7/25/2025
16087,8014,Motor,4297,429700,3/12/2025,2/12/2029
16088,8014,Health,1543,154300,11/3/2020,12/30/2022
16089,8014,Health,3548,354800,11/14/2024,4/10/2029
16090,8015,Life,1237,123700,11/30/2024,1/13/2027
16091,8015,Life,3505,350500,3/20/2020,5/24/2022
16092,8015,Health,1382,138200,5/16/2021,10/31/2022
16093,8016,Motor,1420,142000,11/22/2023,9/28/2025
16094,8017,Life,4850,485000,11/23/2021,1/12/2023
16095,8017,Life,3429,342900,9/23/2021,9/26/2025
16096,8017,Motor,3340,334000,8/3/2022,10/11/2023
16097,8018,Motor,2582,258200,11/28/2020,1/29/2024
16098,8018,Life,4523,452300,6/28/2024,9/1/2028
16099,8018,Health,3302,330200,10/21/2024,4/28/2029
16100,8019,Motor,625,62500,8/30/2023,6/14/2028
16101,8020,Health,2297,229700,2/19/2024,6/24/2027
16102,8021,Life,2306,230600,5/3/2023,4/18/2027
16103,8021,Life,3102,310200,6/11/2024,10/23/2027
16104,8021,Motor,955,95500,11/29/2024,2/24/2026
16105,8022,Life,2933,293300,4/29/2021,11/19/2022
16106,8022,Motor,2605,260500,8/18/2023,5/29/2027
16107,8022,Life,4774,477400,10/30/2023,2/7/2026
16108,8023,Motor,3869,386900,2/26/2024,8/17/2026
16109,8023,Life,924,92400,5/23/2022,8/25/2026
16110,8023,Motor,1232,123200,12/27/2022,4/17/2024
16111,8024,Health,1774,177400,5/9/2021,3/17/2026
16112,8024,Health,3363,336300,12/24/2023,10/11/2028
16113,8024,Health,3281,328100,12/30/2022,10/9/2024
16114,8025,Health,2692,269200,4/16/2021,4/21/2024
16115,8026,Life,4976,497600,3/23/2021,11/18/2024
16116,8027,Motor,2486,248600,3/2/2024,6/12/2025
16117,8028,Life,4780,478000,10/6/2020,8/30/2022
16118,8028,Health,1860,186000,3/6/2021,2/25/2026
16119,8028,Health,1272,127200,1/16/2023,3/26/2027
16120,8029,Health,3562,356200,11/25/2020,8/9/2025
16121,8029,Life,4907,490700,11/7/2023,4/2/2028
16122,8029,Life,4587,458700,5/13/2020,4/21/2025
16123,8030,Health,3231,323100,9/14/2021,1/2/2025
16124,8031,Motor,2763,276300,9/19/2020,1/17/2025
16125,8032,Life,1952,195200,7/4/2022,9/14/2023
16126,8032,Motor,2872,287200,11/29/2022,1/17/2027
16127,8033,Motor,2240,224000,8/11/2024,6/6/2027
16128,8033,Health,4453,445300,11/6/2024,3/16/2028
16129,8034,Health,3950,395000,3/12/2023,8/7/2025
16130,8034,Life,4304,430400,12/29/2021,2/10/2023
16131,8034,Motor,1567,156700,10/1/2020,1/19/2023
16132,8035,Life,4287,428700,3/6/2023,4/20/2027
16133,8035,Life,3442,344200,1/15/2021,5/2/2025
16134,8035,Health,2042,204200,7/7/2022,3/15/2024
16135,8036,Life,2156,215600,11/1/2020,2/8/2023
16136,8037,Health,2245,224500,8/22/2021,2/26/2024
16137,8037,Health,2674,267400,7/28/2023,10/1/2025
16138,8038,Health,851,85100,3/15/2021,12/31/2025
16139,8038,Life,902,90200,8/27/2021,1/12/2026
16140,8038,Motor,680,68000,5/27/2024,12/25/2025
16141,8039,Health,2586,258600,7/24/2023,12/13/2026
16142,8040,Life,3523,352300,2/27/2023,11/21/2025
16143,8041,Health,3218,321800,7/28/2022,1/3/2025
16144,8041,Motor,1624,162400,1/7/2023,8/28/2025
16145,8042,Motor,1782,178200,1/25/2024,1/17/2029
16146,8042,Life,1637,163700,9/21/2021,10/24/2023
16147,8043,Life,1617,161700,5/28/2024,2/3/2027
16148,8043,Motor,4278,427800,11/18/2021,1/5/2024
16149,8043,Motor,2372,237200,2/9/2023,7/18/2025
16150,8044,Motor,4389,438900,10/21/2024,11/26/2025
16151,8044,Life,3037,303700,12/18/2020,1/28/2025
16152,8044,Motor,1259,125900,10/7/2022,3/4/2027
16153,8045,Life,1266,126600,5/21/2020,3/30/2022
16154,8045,Motor,3548,354800,10/3/2022,4/23/2026
16155,8046,Life,4456,445600,8/26/2023,4/21/2026
16156,8047,Motor,4081,408100,8/16/2023,1/16/2026
16157,8048,Life,3203,320300,4/28/2021,10/8/2024
16158,8048,Life,3706,370600,3/1/2022,11/20/2023
16159,8048,Health,3793,379300,8/3/2024,6/2/2026
16160,8049,Life,1334,133400,1/18/2023,10/1/2024
16161,8049,Motor,507,50700,5/16/2024,11/5/2027
16162,8049,Motor,3451,345100,2/1/2025,9/20/2029
16163,8050,Motor,3737,373700,4/23/2020,4/23/2022
16164,8051,Life,3059,305900,5/20/2023,2/27/2026
16165,8051,Motor,2680,268000,9/10/2024,10/10/2028
16166,8052,Life,4844,484400,4/26/2020,4/3/2022
16167,8052,Motor,3438,343800,2/20/2024,3/22/2025
16168,8052,Motor,2426,242600,5/13/2021,12/4/2022
16169,8053,Motor,2572,257200,9/11/2023,5/20/2028
16170,8053,Life,1696,169600,2/4/2022,8/5/2023
16171,8053,Health,4166,416600,2/19/2021,8/19/2022
16172,8054,Motor,1189,118900,6/8/2021,11/26/2023
16173,8055,Health,1912,191200,12/25/2020,6/18/2024
16174,8055,Life,4348,434800,7/18/2021,6/5/2025
16175,8055,Health,3917,391700,12/3/2022,6/7/2025
16176,8056,Life,780,78000,7/27/2024,6/9/2028
16177,8056,Health,4655,465500,7/10/2024,4/26/2027
16178,8057,Health,3003,300300,3/9/2021,9/12/2025
16179,8057,Life,2681,268100,10/23/2022,1/19/2026
16180,8057,Life,4907,490700,6/13/2020,11/2/2023
16181,8058,Health,2913,291300,4/10/2023,10/8/2025
16182,8059,Health,1307,130700,6/24/2024,12/18/2025
16183,8059,Health,588,58800,6/9/2022,11/6/2023
16184,8059,Motor,1455,145500,7/4/2020,5/31/2024
16185,8060,Life,3531,353100,3/7/2022,7/4/2024
16186,8060,Health,4077,407700,7/11/2021,6/5/2023
16187,8060,Health,3155,315500,5/1/2020,11/7/2023
16188,8061,Motor,4271,427100,3/30/2020,1/25/2022
16189,8061,Life,2215,221500,9/30/2020,10/14/2021
16190,8061,Life,4690,469000,7/10/2023,12/13/2026
16191,8062,Motor,4793,479300,9/25/2020,9/3/2023
16192,8063,Life,1625,162500,8/20/2021,11/5/2024
16193,8064,Life,3868,386800,8/31/2020,5/2/2023
16194,8064,Health,3236,323600,5/2/2022,8/6/2023
16195,8064,Health,2497,249700,9/21/2022,11/12/2026
16196,8065,Health,1054,105400,11/2/2023,11/24/2026
16197,8065,Life,3893,389300,10/7/2022,3/3/2026
16198,8066,Health,4581,458100,12/1/2023,9/29/2027
16199,8066,Motor,4133,413300,5/2/2022,6/21/2026
16200,8066,Motor,2020,202000,8/9/2020,4/23/2023
16201,8067,Motor,1837,183700,11/10/2022,6/21/2024
16202,8067,Motor,937,93700,5/23/2024,4/25/2027
16203,8067,Health,2835,283500,5/6/2021,11/15/2023
16204,8068,Health,4528,452800,4/29/2021,10/29/2024
16205,8068,Health,3656,365600,2/16/2023,11/19/2025
16206,8069,Life,3500,350000,1/19/2023,2/21/2025
16207,8069,Motor,2922,292200,10/7/2021,10/9/2022
16208,8069,Health,1746,174600,4/6/2021,4/9/2025
16209,8070,Motor,4363,436300,2/16/2022,12/8/2026
16210,8070,Life,4285,428500,3/8/2021,1/25/2025
16211,8071,Life,2628,262800,6/13/2023,4/1/2028
16212,8071,Health,2389,238900,7/14/2023,1/5/2026
16213,8072,Life,516,51600,1/28/2022,8/6/2026
16214,8073,Life,4022,402200,11/1/2022,9/22/2027
16215,8073,Motor,2564,256400,6/14/2020,12/21/2024
16216,8074,Motor,1739,173900,5/3/2022,9/11/2023
16217,8074,Life,4730,473000,4/28/2020,10/17/2022
16218,8075,Motor,1865,186500,6/24/2021,7/17/2022
16219,8076,Health,2989,298900,2/23/2021,3/22/2025
16220,8076,Motor,1972,197200,1/1/2023,2/3/2025
16221,8077,Health,2375,237500,2/14/2025,7/25/2026
16222,8078,Health,4359,435900,6/4/2023,1/29/2026
16223,8079,Life,4809,480900,12/27/2024,5/6/2029
16224,8079,Life,2699,269900,7/18/2023,8/25/2026
16225,8080,Health,1951,195100,3/3/2025,6/14/2028
16226,8081,Health,1475,147500,3/25/2021,5/18/2025
16227,8082,Motor,4032,403200,6/6/2024,9/23/2026
16228,8082,Motor,4509,450900,8/17/2023,8/13/2027
16229,8082,Health,3980,398000,3/5/2024,5/2/2026
16230,8083,Health,4790,479000,12/30/2020,6/21/2023
16231,8084,Life,1911,191100,12/3/2022,2/19/2026
16232,8084,Life,3043,304300,5/18/2020,10/11/2022
16233,8084,Motor,562,56200,8/8/2022,9/12/2025
16234,8085,Motor,4731,473100,9/5/2022,2/26/2027
16235,8086,Motor,1050,105000,1/27/2021,5/8/2025
16236,8086,Life,3040,304000,9/15/2024,9/8/2029
16237,8087,Health,2318,231800,3/25/2021,7/12/2023
16238,8087,Health,916,91600,9/20/2024,8/11/2026
16239,8088,Motor,2127,212700,2/18/2025,11/13/2029
16240,8088,Motor,4084,408400,9/4/2022,11/14/2023
16241,8089,Health,2124,212400,2/13/2024,1/5/2028
16242,8089,Motor,3458,345800,10/17/2023,9/17/2028
16243,8090,Health,3357,335700,8/9/2023,7/28/2027
16244,8091,Motor,2846,284600,9/23/2021,10/15/2024
16245,8091,Health,3713,371300,1/11/2023,5/23/2026
16246,8092,Health,3423,342300,2/21/2022,10/8/2024
16247,8092,Health,3239,323900,9/30/2023,5/17/2025
16248,8092,Health,1759,175900,3/22/2024,5/25/2025
16249,8093,Motor,923,92300,6/24/2020,11/4/2022
16250,8093,Motor,1073,107300,5/16/2020,6/9/2022
16251,8094,Health,4846,484600,10/25/2021,10/30/2024
16252,8094,Motor,2160,216000,3/16/2022,3/14/2027
16253,8095,Motor,1850,185000,12/7/2021,8/14/2026
16254,8095,Motor,2203,220300,9/21/2020,12/30/2022
16255,8096,Life,2192,219200,2/6/2024,2/28/2026
16256,8097,Health,1083,108300,8/2/2023,6/16/2028
16257,8097,Motor,638,63800,10/18/2023,2/25/2027
16258,8098,Life,2971,297100,1/8/2021,5/16/2024
16259,8099,Life,4974,497400,11/21/2024,11/14/2027
16260,8099,Life,2193,219300,9/23/2020,5/7/2024
16261,8099,Motor,3670,367000,11/16/2021,3/25/2024
16262,8100,Life,4508,450800,12/12/2023,12/23/2026
16263,8100,Health,4887,488700,4/19/2020,12/15/2022
16264,8100,Health,771,77100,9/4/2022,11/28/2023
16265,8101,Motor,681,68100,3/25/2024,7/9/2028
16266,8101,Life,896,89600,8/17/2020,3/16/2025
16267,8102,Life,1830,183000,8/10/2021,9/11/2024
16268,8102,Life,1791,179100,11/15/2022,4/12/2025
16269,8103,Life,818,81800,1/30/2023,9/3/2024
16270,8103,Motor,4825,482500,9/12/2023,9/1/2026
16271,8104,Life,3142,314200,12/5/2022,6/16/2026
16272,8104,Life,1750,175000,8/19/2023,11/16/2026
16273,8104,Health,4832,483200,5/19/2023,1/30/2026
16274,8105,Motor,2308,230800,3/9/2021,7/4/2024
16275,8105,Life,2933,293300,9/27/2021,12/28/2024
16276,8106,Motor,2781,278100,7/4/2021,12/18/2023
16277,8106,Health,2263,226300,9/20/2022,11/15/2025
16278,8106,Motor,864,86400,5/10/2023,12/15/2025
16279,8107,Motor,2348,234800,7/3/2020,5/17/2023
16280,8108,Life,744,74400,8/30/2020,11/5/2022
16281,8109,Life,2260,226000,5/4/2020,10/24/2021
16282,8109,Life,936,93600,10/18/2024,9/18/2028
16283,8109,Life,2961,296100,5/31/2020,3/29/2023
16284,8110,Life,4700,470000,9/30/2024,2/11/2027
16285,8110,Motor,1445,144500,9/5/2024,7/6/2028
16286,8110,Life,3756,375600,3/21/2020,2/27/2023
16287,8111,Motor,1267,126700,9/28/2022,10/22/2025
16288,8111,Motor,3295,329500,7/21/2021,3/6/2025
16289,8112,Life,2632,263200,6/18/2020,12/10/2022
16290,8112,Health,4774,477400,7/29/2024,7/8/2029
16291,8112,Motor,4713,471300,7/3/2024,4/4/2029
16292,8113,Life,1537,153700,4/15/2022,10/7/2025
16293,8113,Health,3694,369400,4/20/2021,7/12/2024
16294,8114,Health,4640,464000,5/12/2021,3/21/2026
16295,8114,Life,3335,333500,3/16/2024,11/16/2027
16296,8114,Health,2688,268800,8/16/2022,10/23/2023
16297,8115,Life,3058,305800,10/13/2021,3/31/2024
16298,8115,Motor,1726,172600,10/23/2022,10/16/2024
16299,8116,Health,642,64200,2/2/2024,12/15/2025
16300,8116,Motor,1322,132200,8/15/2022,11/23/2024
16301,8117,Health,3719,371900,10/4/2020,4/3/2025
16302,8118,Life,3343,334300,2/10/2025,10/30/2026
16303,8118,Life,4574,457400,3/20/2023,1/21/2025
16304,8118,Life,4609,460900,8/6/2024,7/6/2026
16305,8119,Health,4114,411400,1/30/2022,9/16/2025
16306,8119,Life,1926,192600,11/25/2022,3/20/2024
16307,8119,Health,2202,220200,12/29/2024,11/15/2027
16308,8120,Health,2511,251100,7/15/2023,8/29/2025
16309,8121,Motor,4106,410600,5/14/2023,4/6/2028
16310,8122,Motor,1156,115600,2/24/2023,7/3/2025
16311,8123,Motor,2029,202900,1/14/2023,8/10/2027
16312,8124,Motor,1982,198200,1/15/2025,2/26/2027
16313,8125,Health,1745,174500,11/4/2024,12/10/2028
16314,8125,Motor,1083,108300,9/8/2021,9/17/2025
16315,8125,Motor,2853,285300,6/5/2024,9/13/2027
16316,8126,Motor,2019,201900,11/4/2020,2/15/2022
16317,8126,Life,3297,329700,3/29/2023,10/23/2026
16318,8126,Motor,2401,240100,1/24/2021,2/21/2023
16319,8127,Life,1051,105100,7/29/2024,8/22/2025
16320,8127,Health,3697,369700,7/21/2023,1/3/2025
16321,8127,Life,4421,442100,5/16/2024,10/29/2025
16322,8128,Health,1028,102800,11/25/2022,7/26/2027
16323,8129,Health,3402,340200,9/24/2024,6/4/2028
16324,8129,Health,2495,249500,8/18/2021,6/16/2024
16325,8130,Life,745,74500,3/24/2023,8/27/2025
16326,8131,Life,1899,189900,12/1/2020,6/16/2022
16327,8131,Motor,593,59300,8/23/2022,3/24/2026
16328,8131,Health,1947,194700,12/12/2022,3/13/2027
16329,8132,Motor,4335,433500,12/12/2020,8/17/2023
16330,8132,Life,3804,380400,10/16/2021,3/5/2026
16331,8133,Life,1670,167000,2/2/2022,2/26/2023
16332,8134,Life,803,80300,10/16/2023,12/24/2024
16333,8134,Life,3532,353200,3/28/2020,12/26/2021
16334,8134,Motor,1444,144400,1/29/2024,9/30/2026
16335,8135,Life,2155,215500,12/11/2021,9/26/2026
16336,8135,Health,2785,278500,11/11/2024,12/14/2028
16337,8136,Life,4054,405400,12/7/2024,2/4/2029
16338,8136,Life,1093,109300,7/22/2020,4/22/2024
16339,8136,Health,4137,413700,9/29/2024,8/19/2028
16340,8137,Health,2136,213600,10/18/2023,7/3/2028
16341,8137,Motor,1483,148300,9/13/2024,9/2/2027
16342,8137,Motor,3977,397700,5/12/2024,9/28/2026
16343,8138,Life,3768,376800,12/21/2024,7/1/2026
16344,8139,Life,3633,363300,4/20/2020,5/19/2022
16345,8139,Motor,1482,148200,11/11/2024,4/4/2028
16346,8139,Life,2788,278800,10/26/2023,6/21/2025
16347,8140,Motor,3924,392400,4/8/2023,10/5/2025
16348,8141,Life,4846,484600,5/27/2020,4/5/2023
16349,8141,Life,2561,256100,8/7/2022,5/26/2027
16350,8141,Health,1030,103000,3/6/2025,6/15/2028
16351,8142,Motor,2426,242600,2/25/2024,7/5/2026
16352,8142,Motor,2266,226600,9/26/2023,1/30/2025
16353,8142,Life,3681,368100,12/22/2023,12/16/2026
16354,8143,Health,4921,492100,5/1/2022,7/24/2026
16355,8143,Motor,3808,380800,4/23/2022,7/31/2026
16356,8144,Health,2153,215300,6/11/2024,8/30/2026
16357,8144,Health,2973,297300,4/18/2024,10/15/2027
16358,8145,Health,759,75900,9/11/2022,3/11/2026
16359,8145,Motor,2495,249500,7/9/2024,8/28/2027
16360,8146,Health,4868,486800,9/16/2022,10/1/2024
16361,8146,Health,502,50200,8/7/2022,4/21/2026
16362,8146,Life,3106,310600,1/9/2021,11/19/2023
16363,8147,Life,1230,123000,6/19/2020,3/28/2025
16364,8148,Motor,2189,218900,6/23/2021,11/4/2025
16365,8148,Motor,2189,218900,10/31/2023,7/3/2026
16366,8148,Motor,616,61600,11/23/2023,10/6/2028
16367,8149,Life,995,99500,8/15/2024,3/3/2027
16368,8150,Motor,3431,343100,11/13/2021,10/2/2024
16369,8151,Motor,2507,250700,11/28/2021,1/4/2026
16370,8151,Life,2988,298800,11/5/2023,11/8/2025
16371,8151,Health,2103,210300,10/28/2024,9/4/2029
16372,8152,Health,1196,119600,7/1/2024,3/6/2028
16373,8153,Health,2479,247900,10/19/2023,3/23/2027
16374,8153,Motor,1769,176900,1/20/2023,1/28/2027
16375,8154,Health,2770,277000,6/20/2022,9/20/2023
16376,8154,Health,4996,499600,9/8/2022,5/20/2025
16377,8154,Life,4895,489500,11/16/2020,2/3/2024
16378,8155,Health,2782,278200,5/18/2022,10/20/2024
16379,8156,Motor,3957,395700,4/25/2020,5/20/2021
16380,8156,Health,2589,258900,2/11/2025,4/25/2027
16381,8157,Life,652,65200,10/12/2020,3/8/2023
16382,8157,Motor,3364,336400,6/7/2022,6/15/2023
16383,8157,Health,1116,111600,8/5/2020,12/8/2021
16384,8158,Motor,1107,110700,5/20/2021,6/28/2024
16385,8158,Life,2992,299200,7/13/2024,2/17/2029
16386,8158,Life,3549,354900,9/12/2024,6/9/2029
16387,8159,Life,3478,347800,12/19/2024,4/24/2028
16388,8159,Life,623,62300,6/4/2020,9/23/2023
16389,8159,Health,3041,304100,3/21/2024,2/10/2028
16390,8160,Health,3692,369200,11/21/2021,8/20/2023
16391,8160,Motor,3505,350500,3/5/2025,9/19/2029
16392,8161,Motor,3402,340200,3/10/2021,1/24/2026
16393,8162,Motor,1975,197500,3/6/2024,2/6/2027
16394,8162,Motor,2543,254300,4/29/2022,6/2/2026
16395,8162,Motor,2159,215900,5/23/2023,12/29/2025
16396,8163,Health,2537,253700,9/10/2023,4/4/2027
16397,8163,Life,2207,220700,8/20/2020,8/29/2022
16398,8164,Motor,1608,160800,7/8/2021,12/19/2024
16399,8165,Life,1461,146100,2/1/2022,4/8/2026
16400,8166,Life,2055,205500,7/1/2024,12/30/2028
16401,8166,Health,2939,293900,3/8/2022,6/1/2023
16402,8167,Motor,4895,489500,7/5/2023,12/3/2024
16403,8168,Health,3806,380600,7/30/2023,10/11/2025
16404,8168,Health,2941,294100,9/18/2022,6/2/2024
16405,8168,Motor,1870,187000,3/30/2022,7/14/2023
16406,8169,Motor,3225,322500,8/27/2024,9/24/2025
16407,8169,Health,1548,154800,12/24/2024,12/6/2029
16408,8169,Life,881,88100,11/18/2021,7/10/2024
16409,8170,Health,4954,495400,2/15/2025,9/3/2029
16410,8170,Life,2045,204500,5/15/2021,7/18/2023
16411,8171,Life,924,92400,2/28/2021,7/1/2022
16412,8171,Motor,3542,354200,1/13/2021,6/11/2024
16413,8171,Life,3984,398400,4/11/2024,12/15/2028
16414,8172,Life,4193,419300,2/24/2023,10/27/2025
16415,8173,Life,4566,456600,6/8/2021,10/19/2023
16416,8173,Health,2681,268100,1/16/2023,12/8/2026
16417,8173,Life,2653,265300,7/3/2020,11/16/2022
16418,8174,Motor,2206,220600,1/25/2023,6/21/2026
16419,8174,Motor,4421,442100,9/10/2020,8/18/2025
16420,8174,Health,4243,424300,12/18/2021,11/5/2025
16421,8175,Motor,2661,266100,9/26/2022,4/25/2026
16422,8175,Motor,829,82900,10/23/2022,10/20/2027
16423,8176,Life,2616,261600,9/1/2020,8/20/2023
16424,8176,Health,600,60000,1/5/2023,1/12/2025
16425,8176,Health,2661,266100,8/8/2020,6/6/2025
16426,8177,Life,4354,435400,11/14/2022,6/12/2027
16427,8178,Motor,1257,125700,2/23/2021,4/5/2025
16428,8178,Life,2546,254600,3/27/2024,8/7/2025
16429,8179,Health,1896,189600,3/26/2021,3/29/2023
16430,8179,Life,1729,172900,10/8/2024,12/1/2028
16431,8180,Motor,2725,272500,9/10/2024,12/19/2028
16432,8181,Motor,1274,127400,2/9/2025,12/30/2028
16433,8181,Motor,3791,379100,10/20/2024,3/29/2029
16434,8182,Motor,2177,217700,2/5/2021,1/20/2026
16435,8182,Health,2018,201800,1/8/2023,8/29/2026
16436,8183,Motor,2455,245500,3/10/2024,1/9/2027
16437,8184,Health,3889,388900,3/12/2022,10/30/2026
16438,8184,Life,4723,472300,7/6/2020,9/24/2023
16439,8184,Life,2300,230000,1/27/2025,12/25/2026
16440,8185,Life,4333,433300,3/25/2022,9/12/2024
16441,8185,Life,1035,103500,8/14/2022,1/1/2027
16442,8185,Motor,1735,173500,3/8/2025,12/16/2027
16443,8186,Life,2308,230800,12/2/2024,8/15/2027
16444,8186,Health,2750,275000,12/10/2020,12/25/2021
16445,8186,Health,787,78700,7/9/2020,3/23/2025
16446,8187,Life,2771,277100,8/7/2024,8/1/2028
16447,8188,Motor,3048,304800,2/1/2022,11/28/2024
16448,8188,Motor,1951,195100,7/17/2021,8/7/2025
16449,8189,Health,4509,450900,5/28/2020,10/31/2021
16450,8189,Life,3213,321300,6/25/2022,9/12/2024
16451,8190,Health,3167,316700,9/11/2024,2/4/2026
16452,8190,Health,3353,335300,2/25/2025,6/16/2028
16453,8191,Life,2216,221600,12/2/2023,10/29/2026
16454,8191,Life,953,95300,9/26/2023,6/28/2026
16455,8192,Life,4514,451400,3/21/2024,10/12/2028
16456,8192,Life,1236,123600,3/20/2023,1/4/2027
16457,8193,Health,2622,262200,11/23/2020,11/7/2023
16458,8194,Life,3939,393900,6/11/2024,11/19/2026
16459,8194,Motor,3953,395300,3/9/2021,11/17/2022
16460,8195,Life,4123,412300,11/3/2021,6/11/2023
16461,8195,Life,4748,474800,3/7/2024,5/19/2027
16462,8196,Motor,835,83500,8/3/2023,7/1/2025
16463,8196,Health,1120,112000,7/14/2020,7/18/2021
16464,8196,Motor,4596,459600,1/7/2024,6/18/2028
16465,8197,Life,1957,195700,8/16/2024,11/25/2025
16466,8198,Life,4397,439700,1/14/2021,11/7/2025
16467,8199,Health,715,71500,2/27/2022,12/11/2023
16468,8200,Health,820,82000,10/23/2022,8/22/2027
16469,8200,Life,1671,167100,11/5/2020,7/11/2025
16470,8200,Motor,3407,340700,1/14/2023,2/8/2025
16471,8201,Life,4647,464700,8/9/2023,5/18/2025
16472,8201,Health,706,70600,1/25/2022,4/24/2024
16473,8201,Motor,1681,168100,5/14/2022,9/17/2024
16474,8202,Life,2272,227200,4/16/2021,4/30/2025
16475,8202,Motor,2772,277200,6/11/2024,8/5/2028
16476,8203,Motor,3855,385500,1/20/2025,10/1/2029
16477,8203,Motor,1406,140600,1/31/2024,3/21/2026
16478,8203,Motor,3738,373800,11/8/2020,10/12/2023
16479,8204,Health,1131,113100,3/2/2024,10/7/2026
16480,8205,Health,502,50200,3/20/2022,6/17/2025
16481,8205,Motor,4558,455800,10/24/2021,1/14/2025
16482,8205,Health,4335,433500,7/12/2022,8/11/2024
16483,8206,Motor,2102,210200,10/2/2021,6/29/2023
16484,8206,Motor,677,67700,10/3/2020,1/20/2025
16485,8207,Life,2848,284800,9/1/2024,1/9/2029
16486,8208,Health,2215,221500,11/29/2024,2/8/2029
16487,8208,Health,1377,137700,9/11/2024,12/9/2026
16488,8209,Life,1252,125200,11/20/2022,8/30/2026
16489,8209,Health,4379,437900,9/18/2023,3/9/2027
16490,8210,Health,2661,266100,7/3/2022,8/19/2025
16491,8210,Motor,4148,414800,2/5/2024,2/12/2027
16492,8211,Health,3669,366900,6/21/2020,3/9/2024
16493,8212,Health,908,90800,7/25/2020,9/13/2022
16494,8212,Health,2305,230500,8/31/2024,7/28/2027
16495,8212,Health,1527,152700,6/21/2021,7/6/2023
16496,8213,Motor,2077,207700,7/13/2022,3/28/2027
16497,8213,Life,1257,125700,8/30/2021,10/13/2024
16498,8213,Motor,4204,420400,8/22/2021,2/20/2025
16499,8214,Health,745,74500,7/6/2020,11/26/2022
16500,8214,Health,4538,453800,8/3/2020,8/15/2022
16501,8215,Life,658,65800,3/11/2023,4/5/2026
16502,8215,Motor,4037,403700,12/30/2024,7/10/2026
16503,8216,Motor,1018,101800,12/17/2022,7/26/2025
16504,8216,Motor,4191,419100,9/27/2023,4/10/2027
16505,8217,Motor,1802,180200,3/13/2025,8/25/2027
16506,8217,Life,1059,105900,5/10/2024,2/1/2028
16507,8218,Life,695,69500,5/16/2023,6/29/2024
16508,8218,Health,2912,291200,6/10/2024,7/14/2028
16509,8219,Health,932,93200,8/4/2024,3/17/2026
16510,8219,Life,940,94000,8/7/2021,9/11/2023
16511,8220,Life,569,56900,4/28/2023,11/19/2027
16512,8221,Life,4519,451900,11/9/2021,9/27/2026
16513,8221,Motor,2551,255100,6/18/2022,1/24/2026
16514,8222,Motor,2878,287800,8/10/2022,6/14/2025
16515,8222,Motor,3938,393800,6/12/2020,10/16/2021
16516,8223,Health,2322,232200,7/26/2022,12/29/2025
16517,8223,Life,3410,341000,7/17/2022,12/26/2023
16518,8224,Health,883,88300,3/22/2021,10/29/2024
16519,8224,Motor,3302,330200,4/16/2020,11/16/2024
16520,8224,Health,4465,446500,6/19/2024,11/5/2027
16521,8225,Life,3416,341600,8/3/2022,5/30/2027
16522,8225,Motor,3277,327700,3/1/2023,2/9/2027
16523,8226,Health,3649,364900,12/14/2020,9/18/2025
16524,8226,Health,4917,491700,11/19/2024,12/8/2026
16525,8227,Motor,3547,354700,10/23/2022,4/10/2024
16526,8227,Motor,4379,437900,12/19/2022,4/10/2026
16527,8227,Motor,3259,325900,9/4/2023,5/16/2028
16528,8228,Life,3235,323500,4/12/2021,8/29/2025
16529,8228,Life,1466,146600,9/28/2020,6/1/2024
16530,8229,Motor,3991,399100,2/14/2024,3/1/2028
16531,8229,Health,3888,388800,4/26/2021,3/15/2025
16532,8229,Motor,4740,474000,3/27/2020,4/8/2021
16533,8230,Motor,2073,207300,5/24/2024,9/18/2025
16534,8230,Motor,2979,297900,11/19/2024,2/12/2029
16535,8230,Health,2617,261700,8/18/2022,7/1/2026
16536,8231,Life,918,91800,7/26/2020,3/10/2025
16537,8231,Motor,3703,370300,7/2/2020,6/10/2023
16538,8231,Life,566,56600,8/1/2021,4/25/2025
16539,8232,Life,593,59300,2/16/2022,5/10/2025
16540,8233,Life,3028,302800,1/1/2023,9/25/2024
16541,8233,Health,2177,217700,9/9/2022,9/17/2023
