communication_id,customer_id,timestamp,channel,reason_category,message_text,sentiment,outcome,related_claim_id
20435,6800,2023-05-31 00:10:36,Phone,Call Log,Follow-up call on a pending claim,Positive,Escalated,
20436,6800,2024-11-21 23:49:43,Phone,Complaint,Billing error in latest statement,Neutral,Escalated,20403.0
20437,6800,2023-05-05 15:36:40,In-Person,Feedback,Suggestion for new policy feature,Neutral,Escalated,
20438,6801,2024-03-06 16:50:41,In-Person,Complaint,Incorrect personal details on file,Negative,Escalated,20405.0
20439,6801,2024-11-11 20:08:53,Phone,Call Log,Inquiry about adding a family member to the policy,Positive,Pending Info,20405.0
20440,6801,2024-09-22 04:55:39,Social Media,Feedback,Request for better mobile app experience,Neutral,Resolved,
20441,6801,2023-10-19 05:38:08,Email,Call Log,General inquiry about policy coverage,Negative,Pending Info,20406.0
20442,6802,2024-09-17 13:38:11,Social Media,Complaint,Policy cancellation issue,Negative,Resolved,20410.0
20443,6802,2024-12-02 06:31:16,In-Person,Call Log,Follow-up call on a pending claim,Neutral,Acknowledged,20410.0
20444,6803,2023-11-30 21:07:48,Email,Complaint,Incorrect personal details on file,Negative,Escalated,
20445,6803,2024-10-25 17:31:36,In-Person,Complaint,Policy cancellation issue,Negative,Escalated,
20446,6803,2024-08-28 03:03:10,Chatbot,Complaint,Incorrect personal details on file,Negative,Pending Info,20414.0
20447,6804,2024-04-14 11:22:53,Email,Feedback,Request for better mobile app experience,Positive,Acknowledged,
20448,6804,2023-07-16 08:54:44,Social Media,Feedback,Request for better mobile app experience,Negative,Acknowledged,
20449,6804,2023-06-01 05:19:49,Social Media,Complaint,Billing error in latest statement,Negative,Resolved,
20450,6804,2024-03-19 14:48:03,Email,Complaint,Policy cancellation issue,Negative,Escalated,
20451,6805,2024-11-24 22:26:25,Email,Feedback,Concern about premium increase,Positive,Acknowledged,
20452,6805,2024-01-08 07:05:12,Phone,Feedback,Concern about premium increase,Negative,Escalated,
20453,6805,2024-10-21 14:57:07,Phone,Complaint,Unsatisfactory claim process,Negative,Acknowledged,20415.0
20454,6805,2023-12-23 21:53:28,Phone,Complaint,Incorrect personal details on file,Neutral,Escalated,
20455,6806,2023-07-19 23:14:26,Chatbot,Call Log,General inquiry about policy coverage,Neutral,Pending Info,20421.0
20456,6807,2023-07-11 09:55:59,Social Media,Complaint,Policy cancellation issue,Neutral,Pending Info,20423.0
20457,6807,2023-09-19 19:36:48,Social Media,Feedback,Appreciation for quick claim settlement,Positive,Acknowledged,
20458,6807,2024-06-30 17:34:12,Social Media,Feedback,Appreciation for quick claim settlement,Positive,Acknowledged,
20459,6807,2024-05-15 20:04:40,Email,Complaint,Policy cancellation issue,Neutral,Pending Info,20423.0
20460,6807,2025-01-31 17:43:14,In-Person,Complaint,Long wait time on phone support,Negative,Acknowledged,20422.0
20461,6808,2024-11-06 00:52:22,Social Media,Call Log,General inquiry about policy coverage,Neutral,Acknowledged,20426.0
20462,6808,2024-12-26 07:47:19,Chatbot,Complaint,Unsatisfactory claim process,Neutral,Resolved,20425.0
20463,6808,2025-02-08 18:09:37,Email,Complaint,Policy cancellation issue,Negative,Pending Info,20425.0
20464,6808,2023-04-10 12:14:39,Email,Call Log,Follow-up call on a pending claim,Neutral,Pending Info,20424.0
20465,6809,2024-09-13 11:55:06,In-Person,Feedback,Concern about premium increase,Positive,Acknowledged,
20466,6809,2023-08-23 10:38:42,Phone,Complaint,Long wait time on phone support,Neutral,Escalated,
20467,6809,2023-09-01 02:48:46,Email,Feedback,Appreciation for quick claim settlement,Neutral,Pending Info,
20468,6810,2024-06-25 06:20:32,Email,Call Log,General inquiry about policy coverage,Neutral,Resolved,20428.0
20469,6810,2024-08-06 10:02:34,In-Person,Feedback,Suggestion for new policy feature,Positive,Escalated,
20470,6811,2023-05-13 06:57:43,Phone,Complaint,Billing error in latest statement,Negative,Pending Info,20435.0
20471,6811,2024-10-19 23:40:42,Phone,Feedback,Appreciation for quick claim settlement,Negative,Pending Info,
20472,6811,2023-10-30 22:28:21,In-Person,Feedback,Overall positive feedback on service,Negative,Resolved,
20473,6811,2023-04-10 20:39:12,Social Media,Feedback,Appreciation for quick claim settlement,Negative,Resolved,
20474,6812,2024-10-05 06:11:19,Email,Call Log,Follow-up call on a pending claim,Neutral,Escalated,20436.0
20475,6812,2024-02-02 09:27:34,Social Media,Feedback,Appreciation for quick claim settlement,Positive,Escalated,
20476,6812,2023-07-02 06:55:16,Phone,Call Log,Verification of updated contact details,Positive,Escalated,
20477,6812,2023-06-28 04:18:57,Phone,Complaint,Policy cancellation issue,Neutral,Resolved,
20478,6812,2023-03-27 12:32:59,In-Person,Complaint,Billing error in latest statement,Negative,Resolved,20441.0
20479,6813,2023-07-21 04:30:26,Social Media,Feedback,Concern about premium increase,Positive,Acknowledged,
20480,6813,2024-12-11 23:54:39,Email,Feedback,Appreciation for quick claim settlement,Neutral,Resolved,
20481,6813,2023-10-21 03:56:56,In-Person,Call Log,Question regarding renewal process,Negative,Acknowledged,20442.0
20482,6813,2024-12-29 15:19:44,Chatbot,Call Log,Question regarding renewal process,Negative,Acknowledged,20443.0
20483,6813,2024-06-22 17:16:21,In-Person,Call Log,Question regarding renewal process,Positive,Acknowledged,20443.0
20484,6814,2024-03-04 22:22:08,In-Person,Feedback,Appreciation for quick claim settlement,Positive,Pending Info,
20485,6814,2023-10-07 03:14:21,Phone,Call Log,Question regarding renewal process,Neutral,Escalated,
20486,6814,2023-10-19 01:04:26,Chatbot,Call Log,Question regarding renewal process,Negative,Acknowledged,
20487,6815,2025-02-03 11:14:59,In-Person,Feedback,Overall positive feedback on service,Neutral,Pending Info,
20488,6815,2024-11-30 14:25:27,Email,Complaint,Incorrect personal details on file,Neutral,Escalated,20452.0
20489,6816,2024-07-15 22:08:38,Email,Complaint,Incorrect personal details on file,Neutral,Escalated,
20490,6816,2023-03-28 17:39:34,Email,Complaint,Policy cancellation issue,Negative,Pending Info,20454.0
20491,6816,2024-01-27 03:29:11,Chatbot,Complaint,Billing error in latest statement,Neutral,Resolved,
20492,6816,2025-01-07 09:57:52,Email,Feedback,Suggestion for new policy feature,Positive,Pending Info,
20493,6817,2024-09-11 22:38:09,Social Media,Feedback,Request for better mobile app experience,Negative,Acknowledged,
20494,6818,2024-11-01 09:34:49,Phone,Complaint,Billing error in latest statement,Negative,Acknowledged,20462.0
20495,6818,2023-05-08 15:44:29,Email,Complaint,Long wait time on phone support,Neutral,Acknowledged,20461.0
20496,6819,2024-08-10 16:36:39,Email,Feedback,Overall positive feedback on service,Positive,Acknowledged,
20497,6819,2024-10-22 14:00:30,Phone,Complaint,Incorrect personal details on file,Neutral,Escalated,20465.0
20498,6819,2024-12-10 14:02:06,Email,Complaint,Policy cancellation issue,Neutral,Escalated,20464.0
20499,6820,2023-12-01 23:11:16,In-Person,Feedback,Overall positive feedback on service,Neutral,Acknowledged,
20500,6820,2023-06-15 20:33:51,Phone,Call Log,Verification of updated contact details,Neutral,Resolved,
20501,6820,2025-01-03 20:56:08,In-Person,Feedback,Appreciation for quick claim settlement,Positive,Escalated,
20502,6820,2024-12-25 14:10:59,In-Person,Call Log,Inquiry about adding a family member to the policy,Negative,Escalated,
20503,6821,2025-01-19 19:08:36,Social Media,Complaint,Long wait time on phone support,Neutral,Escalated,
20504,6821,2024-08-20 23:38:20,In-Person,Call Log,Question regarding renewal process,Positive,Escalated,20471.0
20505,6821,2023-06-16 20:36:14,Email,Complaint,Unsatisfactory claim process,Neutral,Pending Info,20468.0
20506,6821,2023-05-29 20:27:38,In-Person,Feedback,Overall positive feedback on service,Positive,Resolved,
20507,6822,2024-03-14 16:46:20,Email,Call Log,Question regarding renewal process,Neutral,Escalated,
20508,6822,2023-05-22 20:45:00,Chatbot,Call Log,General inquiry about policy coverage,Neutral,Escalated,
20509,6822,2024-05-19 19:06:52,Phone,Feedback,Overall positive feedback on service,Positive,Acknowledged,
20510,6823,2023-05-03 12:33:58,Phone,Complaint,Unsatisfactory claim process,Neutral,Resolved,20476.0
20511,6823,2024-09-19 12:03:26,Social Media,Feedback,Appreciation for quick claim settlement,Neutral,Pending Info,
20512,6823,2023-08-17 15:09:35,In-Person,Call Log,Verification of updated contact details,Positive,Acknowledged,20475.0
20513,6823,2024-06-19 06:36:20,Chatbot,Complaint,Policy cancellation issue,Negative,Resolved,20474.0
20514,6824,2023-04-23 04:18:32,In-Person,Complaint,Billing error in latest statement,Negative,Acknowledged,20478.0
20515,6824,2024-09-17 06:29:23,In-Person,Feedback,Appreciation for quick claim settlement,Neutral,Acknowledged,
20516,6825,2023-04-23 23:11:50,Phone,Feedback,Request for better mobile app experience,Neutral,Pending Info,
20517,6825,2023-10-24 08:47:30,Email,Feedback,Request for better mobile app experience,Negative,Escalated,
20518,6825,2023-07-24 18:42:51,Chatbot,Complaint,Billing error in latest statement,Neutral,Escalated,20479.0
20519,6826,2023-07-08 22:33:33,In-Person,Complaint,Long wait time on phone support,Negative,Escalated,20482.0
20520,6826,2024-08-19 05:35:20,Email,Feedback,Suggestion for new policy feature,Neutral,Escalated,
20521,6826,2025-03-06 04:44:13,Phone,Feedback,Concern about premium increase,Neutral,Escalated,
20522,6826,2023-11-20 00:01:49,Email,Feedback,Request for better mobile app experience,Negative,Acknowledged,
20523,6827,2024-06-20 05:22:29,Social Media,Call Log,Follow-up call on a pending claim,Positive,Escalated,
20524,6827,2025-01-09 22:31:18,In-Person,Call Log,Question regarding renewal process,Negative,Escalated,
20525,6827,2023-10-12 04:27:39,Phone,Complaint,Unsatisfactory claim process,Neutral,Pending Info,
20526,6828,2024-06-17 23:53:39,Social Media,Call Log,General inquiry about policy coverage,Negative,Acknowledged,20483.0
20527,6828,2024-03-21 16:11:25,Social Media,Feedback,Request for better mobile app experience,Negative,Pending Info,
20528,6828,2024-09-12 03:07:05,Email,Complaint,Policy cancellation issue,Negative,Escalated,20483.0
20529,6828,2023-03-31 11:25:24,Email,Call Log,Follow-up call on a pending claim,Neutral,Escalated,20483.0
20530,6829,2024-11-01 17:12:49,Social Media,Complaint,Policy cancellation issue,Neutral,Escalated,20485.0
20531,6829,2024-05-03 16:07:32,Social Media,Feedback,Suggestion for new policy feature,Negative,Escalated,
20532,6829,2025-02-25 10:45:55,Social Media,Complaint,Incorrect personal details on file,Negative,Resolved,20484.0
20533,6829,2023-07-31 00:21:29,Chatbot,Feedback,Appreciation for quick claim settlement,Negative,Resolved,
20534,6830,2024-12-04 06:37:00,Phone,Feedback,Appreciation for quick claim settlement,Neutral,Escalated,
20535,6831,2024-01-18 19:15:05,Chatbot,Complaint,Incorrect personal details on file,Negative,Escalated,
20536,6831,2024-06-24 08:39:17,Phone,Complaint,Incorrect personal details on file,Negative,Resolved,20487.0
20537,6831,2025-02-22 09:25:17,Chatbot,Call Log,Question regarding renewal process,Negative,Pending Info,20489.0
20538,6831,2024-05-04 12:51:07,Chatbot,Complaint,Incorrect personal details on file,Negative,Pending Info,20489.0
20539,6832,2023-09-24 21:33:40,In-Person,Call Log,Follow-up call on a pending claim,Positive,Acknowledged,20494.0
20540,6832,2024-05-28 09:48:43,Chatbot,Call Log,Question regarding renewal process,Negative,Escalated,
20541,6832,2023-06-04 12:08:17,Email,Feedback,Request for better mobile app experience,Negative,Escalated,
20542,6833,2024-04-13 02:38:22,Social Media,Feedback,Suggestion for new policy feature,Neutral,Pending Info,
20543,6833,2024-12-06 01:45:11,Email,Complaint,Unsatisfactory claim process,Negative,Escalated,20496.0
20544,6833,2024-07-28 00:18:08,Email,Complaint,Incorrect personal details on file,Neutral,Resolved,20496.0
20545,6833,2024-11-22 01:30:08,Phone,Feedback,Appreciation for quick claim settlement,Positive,Pending Info,
20546,6833,2024-07-25 21:45:59,Phone,Complaint,Long wait time on phone support,Negative,Acknowledged,20496.0
20547,6834,2024-08-26 05:28:29,Phone,Feedback,Request for better mobile app experience,Positive,Acknowledged,
20548,6834,2024-05-03 03:54:00,Social Media,Feedback,Concern about premium increase,Neutral,Resolved,
20549,6834,2023-08-04 08:58:35,Social Media,Complaint,Billing error in latest statement,Negative,Escalated,
20550,6834,2024-05-14 07:23:20,Social Media,Call Log,Inquiry about adding a family member to the policy,Neutral,Escalated,20498.0
20551,6835,2023-07-02 18:59:21,In-Person,Complaint,Billing error in latest statement,Neutral,Escalated,
20552,6835,2024-02-26 11:32:39,Social Media,Call Log,Question regarding renewal process,Neutral,Resolved,20500.0
20553,6835,2023-07-05 01:56:22,Phone,Complaint,Long wait time on phone support,Negative,Acknowledged,20499.0
20554,6835,2024-02-05 05:28:05,Phone,Call Log,Follow-up call on a pending claim,Positive,Resolved,
20555,6835,2024-10-04 01:18:05,Email,Feedback,Concern about premium increase,Positive,Escalated,
20556,6836,2023-10-29 16:04:40,Chatbot,Complaint,Incorrect personal details on file,Neutral,Escalated,20501.0
20557,6836,2023-08-10 14:20:24,In-Person,Complaint,Unsatisfactory claim process,Negative,Pending Info,
20558,6836,2024-06-07 10:22:41,In-Person,Complaint,Incorrect personal details on file,Negative,Acknowledged,
20559,6836,2024-06-10 10:05:43,Social Media,Call Log,Verification of updated contact details,Neutral,Pending Info,20504.0
20560,6837,2023-10-10 11:50:19,Chatbot,Complaint,Billing error in latest statement,Neutral,Resolved,
20561,6837,2024-02-10 16:32:56,Social Media,Call Log,Question regarding renewal process,Neutral,Resolved,
20562,6837,2024-11-13 06:29:28,In-Person,Complaint,Long wait time on phone support,Negative,Escalated,20507.0
20563,6837,2023-03-25 03:45:28,In-Person,Complaint,Unsatisfactory claim process,Neutral,Acknowledged,20508.0
20564,6837,2024-05-31 06:50:52,Phone,Feedback,Appreciation for quick claim settlement,Positive,Acknowledged,
20565,6838,2023-06-17 17:36:13,Email,Call Log,Inquiry about adding a family member to the policy,Neutral,Acknowledged,
20566,6838,2024-01-17 15:59:31,In-Person,Call Log,Question regarding renewal process,Neutral,Pending Info,20511.0
20567,6838,2024-04-16 17:35:03,Social Media,Feedback,Appreciation for quick claim settlement,Positive,Pending Info,
20568,6839,2023-08-11 13:05:47,Social Media,Complaint,Incorrect personal details on file,Negative,Pending Info,20514.0
20569,6839,2024-04-06 02:45:30,Social Media,Complaint,Incorrect personal details on file,Neutral,Escalated,20512.0
20570,6840,2023-12-05 15:16:52,Email,Call Log,General inquiry about policy coverage,Positive,Resolved,20515.0
20571,6840,2023-12-23 02:43:38,Phone,Call Log,Inquiry about adding a family member to the policy,Positive,Resolved,
20572,6840,2024-10-18 19:07:37,Chatbot,Feedback,Overall positive feedback on service,Negative,Pending Info,
20573,6840,2023-06-05 19:10:30,Chatbot,Call Log,General inquiry about policy coverage,Neutral,Escalated,20517.0
20574,6841,2024-10-07 08:19:05,Chatbot,Feedback,Concern about premium increase,Positive,Pending Info,
20575,6842,2024-10-17 14:53:44,Email,Complaint,Policy cancellation issue,Negative,Acknowledged,20525.0
20576,6842,2023-07-26 16:01:54,In-Person,Feedback,Appreciation for quick claim settlement,Positive,Escalated,
20577,6842,2024-12-03 11:03:58,In-Person,Complaint,Incorrect personal details on file,Negative,Acknowledged,20524.0
20578,6842,2024-04-18 17:29:35,Social Media,Complaint,Policy cancellation issue,Negative,Escalated,
20579,6843,2024-07-22 02:04:42,In-Person,Complaint,Billing error in latest statement,Neutral,Pending Info,20529.0
20580,6843,2023-09-03 13:49:07,In-Person,Feedback,Appreciation for quick claim settlement,Neutral,Resolved,
20581,6843,2025-02-16 03:31:39,Email,Complaint,Incorrect personal details on file,Negative,Acknowledged,20528.0
20582,6844,2023-04-01 09:07:32,In-Person,Complaint,Billing error in latest statement,Negative,Escalated,20530.0
20583,6845,2023-11-04 12:02:30,In-Person,Complaint,Billing error in latest statement,Neutral,Pending Info,20534.0
20584,6845,2024-04-09 08:25:49,In-Person,Call Log,Question regarding renewal process,Positive,Escalated,20534.0
20585,6845,2024-05-20 22:16:47,Phone,Feedback,Suggestion for new policy feature,Negative,Pending Info,
20586,6845,2024-12-06 19:59:24,Social Media,Complaint,Billing error in latest statement,Negative,Escalated,20533.0
20587,6845,2024-09-20 13:03:54,Email,Complaint,Unsatisfactory claim process,Negative,Acknowledged,20533.0
20588,6846,2024-10-08 23:32:13,In-Person,Feedback,Overall positive feedback on service,Neutral,Pending Info,
20589,6847,2024-09-19 19:33:26,Email,Call Log,Follow-up call on a pending claim,Positive,Pending Info,20536.0
20590,6848,2023-06-02 09:46:31,Phone,Complaint,Billing error in latest statement,Neutral,Resolved,20540.0
20591,6849,2023-12-26 11:26:47,Social Media,Complaint,Long wait time on phone support,Negative,Escalated,20547.0
20592,6849,2024-12-15 05:07:49,Email,Feedback,Concern about premium increase,Positive,Escalated,
20593,6849,2023-08-19 12:13:12,Email,Complaint,Policy cancellation issue,Negative,Acknowledged,20547.0
20594,6850,2024-03-30 18:51:46,Email,Feedback,Appreciation for quick claim settlement,Positive,Pending Info,
20595,6851,2023-06-30 04:34:45,In-Person,Call Log,General inquiry about policy coverage,Positive,Pending Info,20555.0
20596,6852,2024-10-18 16:11:17,In-Person,Complaint,Billing error in latest statement,Negative,Resolved,
20597,6852,2024-07-13 08:13:03,Email,Feedback,Appreciation for quick claim settlement,Positive,Resolved,
20598,6852,2024-05-01 21:15:07,Social Media,Complaint,Long wait time on phone support,Negative,Escalated,20557.0
20599,6853,2024-01-18 11:09:51,Phone,Feedback,Concern about premium increase,Negative,Resolved,
20600,6853,2024-01-26 23:59:17,Chatbot,Call Log,Follow-up call on a pending claim,Neutral,Pending Info,20561.0
20601,6853,2024-09-29 22:58:43,In-Person,Feedback,Concern about premium increase,Negative,Pending Info,
20602,6853,2024-02-11 16:45:24,Chatbot,Feedback,Concern about premium increase,Positive,Resolved,
20603,6853,2024-01-17 14:25:25,Chatbot,Complaint,Billing error in latest statement,Neutral,Resolved,20563.0
20604,6854,2024-12-21 06:42:33,Chatbot,Feedback,Request for better mobile app experience,Positive,Resolved,
20605,6854,2024-11-26 09:21:05,Social Media,Feedback,Suggestion for new policy feature,Negative,Resolved,
20606,6854,2023-06-24 12:15:11,In-Person,Complaint,Unsatisfactory claim process,Negative,Escalated,20564.0
20607,6854,2023-12-08 21:13:32,Phone,Feedback,Appreciation for quick claim settlement,Neutral,Pending Info,
20608,6855,2023-08-06 12:02:02,Chatbot,Feedback,Overall positive feedback on service,Negative,Acknowledged,
20609,6855,2023-08-23 07:00:33,In-Person,Complaint,Unsatisfactory claim process,Negative,Pending Info,
20610,6856,2024-12-23 02:37:58,In-Person,Feedback,Appreciation for quick claim settlement,Neutral,Pending Info,
20611,6856,2024-06-21 18:45:50,Email,Call Log,Verification of updated contact details,Positive,Pending Info,20573.0
20612,6856,2023-08-19 04:34:33,Email,Feedback,Overall positive feedback on service,Negative,Resolved,
20613,6857,2023-12-22 01:24:50,In-Person,Feedback,Appreciation for quick claim settlement,Neutral,Pending Info,
20614,6857,2024-02-22 07:50:31,Phone,Call Log,Verification of updated contact details,Positive,Escalated,
20615,6857,2024-02-11 17:50:01,Email,Feedback,Appreciation for quick claim settlement,Negative,Escalated,
20616,6858,2023-05-07 07:50:15,Social Media,Complaint,Billing error in latest statement,Neutral,Pending Info,20579.0
20617,6858,2024-12-10 11:07:17,In-Person,Call Log,Inquiry about adding a family member to the policy,Positive,Escalated,
20618,6859,2024-07-04 17:35:45,In-Person,Complaint,Unsatisfactory claim process,Negative,Resolved,
20619,6860,2023-04-18 19:01:23,Social Media,Complaint,Billing error in latest statement,Neutral,Escalated,
20620,6860,2024-03-17 23:35:23,Chatbot,Call Log,Follow-up call on a pending claim,Positive,Resolved,
20621,6860,2023-05-02 23:05:14,Phone,Feedback,Appreciation for quick claim settlement,Positive,Pending Info,
20622,6860,2024-06-09 01:06:13,In-Person,Feedback,Overall positive feedback on service,Neutral,Pending Info,
20623,6861,2023-10-13 14:53:50,Phone,Call Log,General inquiry about policy coverage,Neutral,Escalated,
20624,6861,2024-03-23 14:15:39,Phone,Call Log,Follow-up call on a pending claim,Neutral,Resolved,20589.0
20625,6862,2023-05-30 17:53:49,Chatbot,Complaint,Unsatisfactory claim process,Neutral,Pending Info,
20626,6862,2025-03-03 23:28:17,Phone,Call Log,Follow-up call on a pending claim,Neutral,Pending Info,20594.0
20627,6862,2023-05-11 15:48:26,In-Person,Complaint,Policy cancellation issue,Negative,Pending Info,20593.0
20628,6863,2024-02-14 20:38:31,In-Person,Complaint,Unsatisfactory claim process,Negative,Escalated,20596.0
20629,6863,2024-02-22 15:37:00,Social Media,Call Log,General inquiry about policy coverage,Neutral,Pending Info,20596.0
20630,6864,2024-03-26 03:00:41,Email,Complaint,Long wait time on phone support,Neutral,Acknowledged,20597.0
20631,6864,2024-03-25 09:50:57,Chatbot,Call Log,General inquiry about policy coverage,Neutral,Acknowledged,20600.0
20632,6864,2025-02-21 08:09:15,Social Media,Call Log,General inquiry about policy coverage,Neutral,Acknowledged,
20633,6865,2024-06-24 06:49:05,Chatbot,Feedback,Appreciation for quick claim settlement,Neutral,Acknowledged,
20634,6866,2025-01-14 10:48:38,Chatbot,Feedback,Concern about premium increase,Negative,Pending Info,
20635,6867,2025-02-09 15:43:24,Email,Call Log,Follow-up call on a pending claim,Negative,Pending Info,20607.0
20636,6867,2024-03-12 06:07:58,Social Media,Call Log,General inquiry about policy coverage,Negative,Escalated,20606.0
20637,6867,2024-03-25 10:17:11,In-Person,Complaint,Incorrect personal details on file,Negative,Acknowledged,20607.0
20638,6867,2023-07-22 22:21:11,Chatbot,Feedback,Suggestion for new policy feature,Neutral,Escalated,
20639,6867,2023-06-14 07:50:17,Social Media,Complaint,Incorrect personal details on file,Neutral,Resolved,
20640,6868,2024-09-04 01:13:05,In-Person,Call Log,Follow-up call on a pending claim,Neutral,Pending Info,20613.0
20641,6868,2024-01-16 03:33:15,Social Media,Call Log,Inquiry about adding a family member to the policy,Positive,Acknowledged,20613.0
20642,6869,2023-05-19 13:10:53,Phone,Feedback,Overall positive feedback on service,Negative,Pending Info,
20643,6869,2023-03-26 15:09:11,Phone,Complaint,Incorrect personal details on file,Negative,Pending Info,20620.0
20644,6870,2024-07-26 10:13:54,Social Media,Feedback,Request for better mobile app experience,Positive,Pending Info,
20645,6871,2024-03-21 08:18:03,Chatbot,Call Log,Follow-up call on a pending claim,Negative,Escalated,
20646,6871,2024-01-25 00:53:03,Social Media,Call Log,General inquiry about policy coverage,Neutral,Resolved,20627.0
20647,6871,2025-02-27 02:46:30,Phone,Feedback,Overall positive feedback on service,Neutral,Pending Info,
20648,6871,2024-07-30 09:30:42,Chatbot,Complaint,Incorrect personal details on file,Neutral,Pending Info,20627.0
20649,6871,2025-02-09 16:45:30,Email,Feedback,Appreciation for quick claim settlement,Positive,Resolved,
20650,6872,2023-08-28 09:18:39,Email,Complaint,Incorrect personal details on file,Negative,Pending Info,
20651,6872,2025-03-09 17:21:48,Phone,Complaint,Incorrect personal details on file,Negative,Escalated,
20652,6872,2023-07-01 16:53:28,In-Person,Call Log,Follow-up call on a pending claim,Positive,Resolved,
20653,6872,2024-12-26 00:01:39,In-Person,Complaint,Policy cancellation issue,Negative,Resolved,
20654,6872,2024-03-13 00:43:46,In-Person,Call Log,Question regarding renewal process,Neutral,Pending Info,
20655,6873,2024-09-25 00:58:16,In-Person,Complaint,Billing error in latest statement,Negative,Acknowledged,20629.0
20656,6873,2024-08-12 17:08:19,Chatbot,Complaint,Incorrect personal details on file,Negative,Escalated,20629.0
20657,6873,2023-11-02 18:20:32,Phone,Feedback,Request for better mobile app experience,Positive,Pending Info,
20658,6873,2024-02-25 10:31:33,Social Media,Feedback,Concern about premium increase,Positive,Escalated,
20659,6874,2023-09-28 12:42:44,Phone,Call Log,Inquiry about adding a family member to the policy,Neutral,Pending Info,
20660,6874,2023-10-10 11:39:58,Social Media,Call Log,Inquiry about adding a family member to the policy,Neutral,Escalated,20636.0
20661,6874,2024-10-20 14:50:46,Email,Call Log,Inquiry about adding a family member to the policy,Neutral,Resolved,20634.0
20662,6874,2024-08-31 22:32:31,Phone,Complaint,Billing error in latest statement,Negative,Escalated,20632.0
20663,6874,2024-09-22 22:29:09,Phone,Complaint,Billing error in latest statement,Neutral,Acknowledged,
20664,6875,2023-07-31 11:21:43,Phone,Complaint,Policy cancellation issue,Negative,Resolved,20640.0
20665,6875,2024-07-10 16:49:42,Phone,Feedback,Suggestion for new policy feature,Negative,Resolved,
20666,6875,2024-11-30 00:08:51,Email,Complaint,Policy cancellation issue,Negative,Escalated,20640.0
20667,6876,2025-02-01 18:12:08,In-Person,Call Log,Verification of updated contact details,Neutral,Resolved,
20668,6876,2023-09-27 12:04:03,In-Person,Feedback,Request for better mobile app experience,Positive,Acknowledged,
20669,6876,2024-02-06 21:31:12,In-Person,Call Log,General inquiry about policy coverage,Positive,Resolved,20644.0
20670,6876,2024-07-09 16:43:49,In-Person,Call Log,General inquiry about policy coverage,Neutral,Escalated,
20671,6876,2024-12-10 19:03:53,Email,Feedback,Concern about premium increase,Positive,Acknowledged,
20672,6877,2024-09-05 11:01:34,In-Person,Complaint,Long wait time on phone support,Negative,Acknowledged,20649.0
20673,6877,2024-11-04 19:21:39,Social Media,Call Log,Follow-up call on a pending claim,Neutral,Escalated,20648.0
20674,6877,2024-09-22 17:06:09,Chatbot,Complaint,Policy cancellation issue,Negative,Pending Info,20648.0
20675,6877,2025-01-29 23:47:42,In-Person,Complaint,Long wait time on phone support,Neutral,Acknowledged,
20676,6878,2023-04-18 01:51:31,Email,Feedback,Suggestion for new policy feature,Negative,Pending Info,
20677,6878,2024-11-08 07:36:47,Phone,Complaint,Policy cancellation issue,Negative,Pending Info,20650.0
20678,6878,2024-07-08 19:10:30,Chatbot,Call Log,General inquiry about policy coverage,Negative,Resolved,20650.0
20679,6878,2024-12-14 06:42:04,Email,Call Log,Follow-up call on a pending claim,Negative,Acknowledged,20650.0
20680,6878,2024-10-02 22:11:04,Email,Complaint,Incorrect personal details on file,Negative,Resolved,20650.0
20681,6879,2023-08-01 00:19:34,Email,Complaint,Policy cancellation issue,Negative,Resolved,20651.0
20682,6879,2024-08-12 19:38:57,Social Media,Call Log,General inquiry about policy coverage,Neutral,Resolved,20653.0
20683,6879,2024-02-16 20:35:46,Chatbot,Feedback,Appreciation for quick claim settlement,Neutral,Escalated,
20684,6879,2025-02-10 04:19:15,Chatbot,Call Log,Question regarding renewal process,Positive,Acknowledged,
20685,6879,2023-11-27 10:48:39,Email,Complaint,Policy cancellation issue,Negative,Pending Info,20653.0
20686,6880,2023-12-04 19:34:10,In-Person,Call Log,Follow-up call on a pending claim,Negative,Resolved,
20687,6880,2023-08-26 16:35:17,Email,Call Log,General inquiry about policy coverage,Positive,Pending Info,
20688,6881,2024-10-07 18:49:22,Phone,Call Log,Follow-up call on a pending claim,Neutral,Resolved,20662.0
20689,6881,2024-05-15 13:24:16,In-Person,Complaint,Long wait time on phone support,Neutral,Resolved,
20690,6881,2023-07-13 05:28:34,Social Media,Complaint,Unsatisfactory claim process,Negative,Acknowledged,20659.0
20691,6881,2024-11-15 17:19:00,Phone,Feedback,Appreciation for quick claim settlement,Neutral,Pending Info,
20692,6881,2024-04-23 06:29:42,In-Person,Feedback,Appreciation for quick claim settlement,Neutral,Escalated,
20693,6882,2023-11-02 19:26:33,Email,Feedback,Request for better mobile app experience,Negative,Resolved,
20694,6882,2024-07-05 02:29:32,In-Person,Call Log,Question regarding renewal process,Positive,Pending Info,20663.0
20695,6882,2023-07-07 22:23:49,Social Media,Feedback,Overall positive feedback on service,Positive,Escalated,
20696,6882,2024-12-24 16:37:09,Social Media,Call Log,Inquiry about adding a family member to the policy,Neutral,Acknowledged,
20697,6883,2023-06-19 20:23:09,In-Person,Complaint,Incorrect personal details on file,Negative,Acknowledged,20666.0
20698,6883,2023-11-19 18:02:31,Email,Complaint,Incorrect personal details on file,Negative,Pending Info,20668.0
